Drug A,Drug B,Strain,Bliss Score,p-value,Interaction Type,Drug A Inchikey,Drug B Inchikey,Specie,Drug Pair
benzbromarone,cccp,staphylococcus aureus dsm 20231,-0.1172,0.0253395425484774,synergy,WHQCHUCQKNIQEC-UHFFFAOYSA-N,UGTJLJZQQFGTJD-UHFFFAOYSA-N,staphylococcus aureus,"('UGTJLJZQQFGTJD-UHFFFAOYSA-N', 'WHQCHUCQKNIQEC-UHFFFAOYSA-N')"
benzbromarone,cycloserine d,staphylococcus aureus dsm 20231,-0.1231,0.0047029779780642,synergy,WHQCHUCQKNIQEC-UHFFFAOYSA-N,DYDCUQKUCUHJBH-UWTATZPHSA-N,staphylococcus aureus,"('DYDCUQKUCUHJBH-UWTATZPHSA-N', 'WHQCHUCQKNIQEC-UHFFFAOYSA-N')"
benzbromarone,egcg,staphylococcus aureus dsm 20231,-0.1366,0.0246574212635234,synergy,WHQCHUCQKNIQEC-UHFFFAOYSA-N,WMBWREPUVVBILR-WIYYLYMNSA-N,staphylococcus aureus,"('WHQCHUCQKNIQEC-UHFFFAOYSA-N', 'WMBWREPUVVBILR-WIYYLYMNSA-N')"
benzbromarone,gentamicin,staphylococcus aureus dsm 20231,0.2123,0.0082036909091045,antagonism,WHQCHUCQKNIQEC-UHFFFAOYSA-N,CEAZRRDELHUEMR-UHFFFAOYSA-N,staphylococcus aureus,"('CEAZRRDELHUEMR-UHFFFAOYSA-N', 'WHQCHUCQKNIQEC-UHFFFAOYSA-N')"
benzalkonium,caffeine,staphylococcus aureus dsm 20231,0.111,0.0314188476440314,neutral,VVZBFOKBSDGVGZ-UHFFFAOYSA-N,RYYVLZVUVIJVGH-UHFFFAOYSA-N,staphylococcus aureus,"('RYYVLZVUVIJVGH-UHFFFAOYSA-N', 'VVZBFOKBSDGVGZ-UHFFFAOYSA-N')"
benzalkonium,ticagrelor,staphylococcus aureus dsm 20231,-0.6602,0.0253395425484774,synergy,VVZBFOKBSDGVGZ-UHFFFAOYSA-N,OEKWJQXRCDYSHL-FNOIDJSQSA-N,staphylococcus aureus,"('OEKWJQXRCDYSHL-FNOIDJSQSA-N', 'VVZBFOKBSDGVGZ-UHFFFAOYSA-N')"
caffeine,chloramphenicol,staphylococcus aureus dsm 20231,-0.3303,0.0129891772727489,synergy,RYYVLZVUVIJVGH-UHFFFAOYSA-N,WIIZWVCIJKGZOK-RKDXNWHRSA-N,staphylococcus aureus,"('RYYVLZVUVIJVGH-UHFFFAOYSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
caffeine,clindamycin,staphylococcus aureus dsm 20231,-0.2412,0.0047029779780642,synergy,RYYVLZVUVIJVGH-UHFFFAOYSA-N,KDLRVYVGXIQJDK-AWPVFWJPSA-N,staphylococcus aureus,"('KDLRVYVGXIQJDK-AWPVFWJPSA-N', 'RYYVLZVUVIJVGH-UHFFFAOYSA-N')"
caffeine,clarithromycin,staphylococcus aureus dsm 20231,-0.3947,0.0026742423796836,synergy,RYYVLZVUVIJVGH-UHFFFAOYSA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,staphylococcus aureus,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'RYYVLZVUVIJVGH-UHFFFAOYSA-N')"
caffeine,lincomycin,staphylococcus aureus dsm 20231,-0.2911,0.0026742423796836,synergy,RYYVLZVUVIJVGH-UHFFFAOYSA-N,OJMMVQQUTAEWLP-KIDUDLJLSA-N,staphylococcus aureus,"('OJMMVQQUTAEWLP-KIDUDLJLSA-N', 'RYYVLZVUVIJVGH-UHFFFAOYSA-N')"
caffeine,linezolid,staphylococcus aureus dsm 20231,-0.204,0.0347924391234346,neutral,RYYVLZVUVIJVGH-UHFFFAOYSA-N,TYZROVQLWOKYKF-ZDUSSCGKSA-N,staphylococcus aureus,"('RYYVLZVUVIJVGH-UHFFFAOYSA-N', 'TYZROVQLWOKYKF-ZDUSSCGKSA-N')"
caffeine,rifampicin,staphylococcus aureus dsm 20231,0.1095,0.0379981902307282,neutral,RYYVLZVUVIJVGH-UHFFFAOYSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,staphylococcus aureus,"('JQXXHWHPUNPDRT-WLSIYKJHSA-N', 'RYYVLZVUVIJVGH-UHFFFAOYSA-N')"
caffeine,telithromycin,staphylococcus aureus dsm 20231,-0.3593,0.0064434501431746,synergy,RYYVLZVUVIJVGH-UHFFFAOYSA-N,LJVAJPDWBABPEJ-PNUFFHFMSA-N,staphylococcus aureus,"('LJVAJPDWBABPEJ-PNUFFHFMSA-N', 'RYYVLZVUVIJVGH-UHFFFAOYSA-N')"
celecoxib,fusidic acid,staphylococcus aureus dsm 20231,-0.1756,0.0209825171329021,neutral,RZEKVGVHFLEQIL-UHFFFAOYSA-N,IECPWNUMDGFDKC-MZJAQBGESA-N,staphylococcus aureus,"('IECPWNUMDGFDKC-MZJAQBGESA-N', 'RZEKVGVHFLEQIL-UHFFFAOYSA-N')"
celecoxib,lincomycin,staphylococcus aureus dsm 20231,-0.286,0.0172640963751726,neutral,RZEKVGVHFLEQIL-UHFFFAOYSA-N,OJMMVQQUTAEWLP-KIDUDLJLSA-N,staphylococcus aureus,"('OJMMVQQUTAEWLP-KIDUDLJLSA-N', 'RZEKVGVHFLEQIL-UHFFFAOYSA-N')"
celecoxib,telithromycin,staphylococcus aureus dsm 20231,-0.2138,0.0026742423796836,synergy,RZEKVGVHFLEQIL-UHFFFAOYSA-N,LJVAJPDWBABPEJ-PNUFFHFMSA-N,staphylococcus aureus,"('LJVAJPDWBABPEJ-PNUFFHFMSA-N', 'RZEKVGVHFLEQIL-UHFFFAOYSA-N')"
chloramphenicol,chlorpromazine,staphylococcus aureus dsm 20231,-0.241,0.0339199240697692,neutral,WIIZWVCIJKGZOK-RKDXNWHRSA-N,ZPEIMTDSQAKGNT-UHFFFAOYSA-N,staphylococcus aureus,"('WIIZWVCIJKGZOK-RKDXNWHRSA-N', 'ZPEIMTDSQAKGNT-UHFFFAOYSA-N')"
chloramphenicol,diacerein,staphylococcus aureus dsm 20231,-0.4065,0.0172640963751726,synergy,WIIZWVCIJKGZOK-RKDXNWHRSA-N,TYNLGDBUJLVSMA-UHFFFAOYSA-N,staphylococcus aureus,"('TYNLGDBUJLVSMA-UHFFFAOYSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
chloramphenicol,ticagrelor,staphylococcus aureus dsm 20231,-0.2383,0.0026742423796836,synergy,WIIZWVCIJKGZOK-RKDXNWHRSA-N,OEKWJQXRCDYSHL-FNOIDJSQSA-N,staphylococcus aureus,"('OEKWJQXRCDYSHL-FNOIDJSQSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
ciprofloxacin,gefitinib,staphylococcus aureus dsm 20231,-0.336,0.0026742423796836,synergy,MYSWGUAQZAJSOK-UHFFFAOYSA-N,XGALLCVXEZPNRQ-UHFFFAOYSA-N,staphylococcus aureus,"('MYSWGUAQZAJSOK-UHFFFAOYSA-N', 'XGALLCVXEZPNRQ-UHFFFAOYSA-N')"
ciprofloxacin,ticagrelor,staphylococcus aureus dsm 20231,-0.3749,0.0026742423796836,synergy,MYSWGUAQZAJSOK-UHFFFAOYSA-N,OEKWJQXRCDYSHL-FNOIDJSQSA-N,staphylococcus aureus,"('MYSWGUAQZAJSOK-UHFFFAOYSA-N', 'OEKWJQXRCDYSHL-FNOIDJSQSA-N')"
ciprofloxacin,tolfenamic,staphylococcus aureus dsm 20231,-0.1875,0.0026742423796836,synergy,MYSWGUAQZAJSOK-UHFFFAOYSA-N,YEZNLOUZAIOMLT-UHFFFAOYSA-N,staphylococcus aureus,"('MYSWGUAQZAJSOK-UHFFFAOYSA-N', 'YEZNLOUZAIOMLT-UHFFFAOYSA-N')"
clindamycin,ibuprofen,staphylococcus aureus dsm 20231,-0.1815,0.0064434501431746,synergy,KDLRVYVGXIQJDK-AWPVFWJPSA-N,HEFNNWSXXWATRW-UHFFFAOYSA-N,staphylococcus aureus,"('HEFNNWSXXWATRW-UHFFFAOYSA-N', 'KDLRVYVGXIQJDK-AWPVFWJPSA-N')"
clindamycin,thymol,staphylococcus aureus dsm 20231,-0.2831,0.0026742423796836,synergy,KDLRVYVGXIQJDK-AWPVFWJPSA-N,MGSRCZKZVOBKFT-UHFFFAOYSA-N,staphylococcus aureus,"('KDLRVYVGXIQJDK-AWPVFWJPSA-N', 'MGSRCZKZVOBKFT-UHFFFAOYSA-N')"
clindamycin,tolfenamic,staphylococcus aureus dsm 20231,-0.167,0.0461024320103201,synergy,KDLRVYVGXIQJDK-AWPVFWJPSA-N,YEZNLOUZAIOMLT-UHFFFAOYSA-N,staphylococcus aureus,"('KDLRVYVGXIQJDK-AWPVFWJPSA-N', 'YEZNLOUZAIOMLT-UHFFFAOYSA-N')"
clomiphene,cycloserine d,staphylococcus aureus dsm 20231,-0.1927,0.0026742423796836,synergy,GKIRPKYJQBWNGO-UHFFFAOYSA-N,DYDCUQKUCUHJBH-UWTATZPHSA-N,staphylococcus aureus,"('DYDCUQKUCUHJBH-UWTATZPHSA-N', 'GKIRPKYJQBWNGO-UHFFFAOYSA-N')"
clomiphene,egcg,staphylococcus aureus dsm 20231,0.2871,0.0026742423796836,antagonism,GKIRPKYJQBWNGO-UHFFFAOYSA-N,WMBWREPUVVBILR-WIYYLYMNSA-N,staphylococcus aureus,"('GKIRPKYJQBWNGO-UHFFFAOYSA-N', 'WMBWREPUVVBILR-WIYYLYMNSA-N')"
clomiphene,pseudomonic acid,staphylococcus aureus dsm 20231,0.1831,0.0461024320103201,neutral,GKIRPKYJQBWNGO-UHFFFAOYSA-N,MINDHVHHQZYEEK-HBBNESRFSA-N,staphylococcus aureus,"('GKIRPKYJQBWNGO-UHFFFAOYSA-N', 'MINDHVHHQZYEEK-HBBNESRFSA-N')"
clomiphene,streptomycin,staphylococcus aureus dsm 20231,0.2563,0.0064434501431746,antagonism,GKIRPKYJQBWNGO-UHFFFAOYSA-N,UCSJYZPVAKXKNQ-HZYVHMACSA-N,staphylococcus aureus,"('GKIRPKYJQBWNGO-UHFFFAOYSA-N', 'UCSJYZPVAKXKNQ-HZYVHMACSA-N')"
clomiphene,trimethoprim,staphylococcus aureus dsm 20231,0.2076,0.0222024309196987,antagonism,GKIRPKYJQBWNGO-UHFFFAOYSA-N,IEDVJHCEMCRBQM-UHFFFAOYSA-N,staphylococcus aureus,"('GKIRPKYJQBWNGO-UHFFFAOYSA-N', 'IEDVJHCEMCRBQM-UHFFFAOYSA-N')"
clomiphene,tedizolid,staphylococcus aureus dsm 20231,0.2915,0.0026742423796836,antagonism,GKIRPKYJQBWNGO-UHFFFAOYSA-N,XFALPSLJIHVRKE-GFCCVEGCSA-N,staphylococcus aureus,"('GKIRPKYJQBWNGO-UHFFFAOYSA-N', 'XFALPSLJIHVRKE-GFCCVEGCSA-N')"
chlorpromazine,clarithromycin,staphylococcus aureus dsm 20231,-0.1765,0.0266842880929298,neutral,ZPEIMTDSQAKGNT-UHFFFAOYSA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,staphylococcus aureus,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'ZPEIMTDSQAKGNT-UHFFFAOYSA-N')"
clarithromycin,ibuprofen,staphylococcus aureus dsm 20231,-0.1605,0.01152560800258,synergy,AGOYDEPGAOXOCK-KCBOHYOISA-N,HEFNNWSXXWATRW-UHFFFAOYSA-N,staphylococcus aureus,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'HEFNNWSXXWATRW-UHFFFAOYSA-N')"
clarithromycin,thymol,staphylococcus aureus dsm 20231,-0.31,0.0246574212635234,neutral,AGOYDEPGAOXOCK-KCBOHYOISA-N,MGSRCZKZVOBKFT-UHFFFAOYSA-N,staphylococcus aureus,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'MGSRCZKZVOBKFT-UHFFFAOYSA-N')"
clarithromycin,tolfenamic,staphylococcus aureus dsm 20231,-0.2467,0.0026742423796836,synergy,AGOYDEPGAOXOCK-KCBOHYOISA-N,YEZNLOUZAIOMLT-UHFFFAOYSA-N,staphylococcus aureus,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'YEZNLOUZAIOMLT-UHFFFAOYSA-N')"
chlorpromazine,lincomycin,staphylococcus aureus dsm 20231,-0.2503,0.0026742423796836,synergy,ZPEIMTDSQAKGNT-UHFFFAOYSA-N,OJMMVQQUTAEWLP-KIDUDLJLSA-N,staphylococcus aureus,"('OJMMVQQUTAEWLP-KIDUDLJLSA-N', 'ZPEIMTDSQAKGNT-UHFFFAOYSA-N')"
chlorpromazine,linezolid,staphylococcus aureus dsm 20231,-0.2233,0.0026742423796836,synergy,ZPEIMTDSQAKGNT-UHFFFAOYSA-N,TYZROVQLWOKYKF-ZDUSSCGKSA-N,staphylococcus aureus,"('TYZROVQLWOKYKF-ZDUSSCGKSA-N', 'ZPEIMTDSQAKGNT-UHFFFAOYSA-N')"
chlorpromazine,oritavancin,staphylococcus aureus dsm 20231,-0.1953,0.0026742423796836,synergy,ZPEIMTDSQAKGNT-UHFFFAOYSA-N,VHFGEBVPHAGQPI-LXKZPTCJSA-N,staphylococcus aureus,"('VHFGEBVPHAGQPI-LXKZPTCJSA-N', 'ZPEIMTDSQAKGNT-UHFFFAOYSA-N')"
cefuroxime,ticagrelor,staphylococcus aureus dsm 20231,0.1366,0.0347924391234346,antagonism,JFPVXVDWJQMJEE-IZRZKJBUSA-N,OEKWJQXRCDYSHL-FNOIDJSQSA-N,staphylococcus aureus,"('JFPVXVDWJQMJEE-IZRZKJBUSA-N', 'OEKWJQXRCDYSHL-FNOIDJSQSA-N')"
cycloserine d,diflunisal,staphylococcus aureus dsm 20231,-0.1523,0.0026742423796836,synergy,DYDCUQKUCUHJBH-UWTATZPHSA-N,HUPFGZXOMWLGNK-UHFFFAOYSA-N,staphylococcus aureus,"('DYDCUQKUCUHJBH-UWTATZPHSA-N', 'HUPFGZXOMWLGNK-UHFFFAOYSA-N')"
cycloserine d,tolfenamic,staphylococcus aureus dsm 20231,-0.2182,0.0026742423796836,synergy,DYDCUQKUCUHJBH-UWTATZPHSA-N,YEZNLOUZAIOMLT-UHFFFAOYSA-N,staphylococcus aureus,"('DYDCUQKUCUHJBH-UWTATZPHSA-N', 'YEZNLOUZAIOMLT-UHFFFAOYSA-N')"
diflunisal,fusidic acid,staphylococcus aureus dsm 20231,0.2066,0.01152560800258,antagonism,HUPFGZXOMWLGNK-UHFFFAOYSA-N,IECPWNUMDGFDKC-MZJAQBGESA-N,staphylococcus aureus,"('HUPFGZXOMWLGNK-UHFFFAOYSA-N', 'IECPWNUMDGFDKC-MZJAQBGESA-N')"
diacerein,levofloxacin,staphylococcus aureus dsm 20231,-0.2367,0.0339199240697692,synergy,TYNLGDBUJLVSMA-UHFFFAOYSA-N,GSDSWSVVBLHKDQ-JTQLQIEISA-N,staphylococcus aureus,"('GSDSWSVVBLHKDQ-JTQLQIEISA-N', 'TYNLGDBUJLVSMA-UHFFFAOYSA-N')"
diacerein,linezolid,staphylococcus aureus dsm 20231,-0.2874,0.0304692934961823,synergy,TYNLGDBUJLVSMA-UHFFFAOYSA-N,TYZROVQLWOKYKF-ZDUSSCGKSA-N,staphylococcus aureus,"('TYNLGDBUJLVSMA-UHFFFAOYSA-N', 'TYZROVQLWOKYKF-ZDUSSCGKSA-N')"
diacerein,trimethoprim,staphylococcus aureus dsm 20231,-0.2426,0.0160454542781016,synergy,TYNLGDBUJLVSMA-UHFFFAOYSA-N,IEDVJHCEMCRBQM-UHFFFAOYSA-N,staphylococcus aureus,"('IEDVJHCEMCRBQM-UHFFFAOYSA-N', 'TYNLGDBUJLVSMA-UHFFFAOYSA-N')"
doxorubicin,ticagrelor,staphylococcus aureus dsm 20231,-0.2986,0.0026742423796836,synergy,AOJJSUZBOXZQNB-TZSSRYMLSA-N,OEKWJQXRCDYSHL-FNOIDJSQSA-N,staphylococcus aureus,"('AOJJSUZBOXZQNB-TZSSRYMLSA-N', 'OEKWJQXRCDYSHL-FNOIDJSQSA-N')"
estradiol,mitomycin c,staphylococcus aureus dsm 20231,0.2168,0.0026742423796836,antagonism,VOXZDWNPVJITMN-ZBRFXRBCSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,staphylococcus aureus,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'VOXZDWNPVJITMN-ZBRFXRBCSA-N')"
estradiol,penicillin g,staphylococcus aureus dsm 20231,0.2668,0.0047029779780642,antagonism,VOXZDWNPVJITMN-ZBRFXRBCSA-N,JGSARLDLIJGVTE-MBNYWOFBSA-N,staphylococcus aureus,"('JGSARLDLIJGVTE-MBNYWOFBSA-N', 'VOXZDWNPVJITMN-ZBRFXRBCSA-N')"
estradiol,trimethoprim,staphylococcus aureus dsm 20231,0.274,0.0026742423796836,antagonism,VOXZDWNPVJITMN-ZBRFXRBCSA-N,IEDVJHCEMCRBQM-UHFFFAOYSA-N,staphylococcus aureus,"('IEDVJHCEMCRBQM-UHFFFAOYSA-N', 'VOXZDWNPVJITMN-ZBRFXRBCSA-N')"
fusidic acid,tolfenamic,staphylococcus aureus dsm 20231,0.1604,0.0360004608676188,antagonism,IECPWNUMDGFDKC-MZJAQBGESA-N,YEZNLOUZAIOMLT-UHFFFAOYSA-N,staphylococcus aureus,"('IECPWNUMDGFDKC-MZJAQBGESA-N', 'YEZNLOUZAIOMLT-UHFFFAOYSA-N')"
gentamicin,hexestrol,staphylococcus aureus dsm 20231,-0.5358,0.0026742423796836,synergy,CEAZRRDELHUEMR-UHFFFAOYSA-N,PBBGSZCBWVPOOL-HDICACEKSA-N,staphylococcus aureus,"('CEAZRRDELHUEMR-UHFFFAOYSA-N', 'PBBGSZCBWVPOOL-HDICACEKSA-N')"
gentamicin,ibuprofen,staphylococcus aureus dsm 20231,-0.447,0.0026742423796836,synergy,CEAZRRDELHUEMR-UHFFFAOYSA-N,HEFNNWSXXWATRW-UHFFFAOYSA-N,staphylococcus aureus,"('CEAZRRDELHUEMR-UHFFFAOYSA-N', 'HEFNNWSXXWATRW-UHFFFAOYSA-N')"
gentamicin,promethazine,staphylococcus aureus dsm 20231,0.4401,0.0098119684434434,antagonism,CEAZRRDELHUEMR-UHFFFAOYSA-N,PWWVAXIEGOYWEE-UHFFFAOYSA-N,staphylococcus aureus,"('CEAZRRDELHUEMR-UHFFFAOYSA-N', 'PWWVAXIEGOYWEE-UHFFFAOYSA-N')"
gentamicin,ticagrelor,staphylococcus aureus dsm 20231,-0.5762,0.0026742423796836,synergy,CEAZRRDELHUEMR-UHFFFAOYSA-N,OEKWJQXRCDYSHL-FNOIDJSQSA-N,staphylococcus aureus,"('CEAZRRDELHUEMR-UHFFFAOYSA-N', 'OEKWJQXRCDYSHL-FNOIDJSQSA-N')"
hexestrol,mitomycin c,staphylococcus aureus dsm 20231,-0.2474,0.0064434501431746,synergy,PBBGSZCBWVPOOL-HDICACEKSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,staphylococcus aureus,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'PBBGSZCBWVPOOL-HDICACEKSA-N')"
ibuprofen,trimethoprim,staphylococcus aureus dsm 20231,-0.1416,0.0490236690616653,synergy,HEFNNWSXXWATRW-UHFFFAOYSA-N,IEDVJHCEMCRBQM-UHFFFAOYSA-N,staphylococcus aureus,"('HEFNNWSXXWATRW-UHFFFAOYSA-N', 'IEDVJHCEMCRBQM-UHFFFAOYSA-N')"
levofloxacin,tolfenamic,staphylococcus aureus dsm 20231,-0.1633,0.0047029779780642,synergy,GSDSWSVVBLHKDQ-JTQLQIEISA-N,YEZNLOUZAIOMLT-UHFFFAOYSA-N,staphylococcus aureus,"('GSDSWSVVBLHKDQ-JTQLQIEISA-N', 'YEZNLOUZAIOMLT-UHFFFAOYSA-N')"
lincomycin,metformin,staphylococcus aureus dsm 20231,0.3142,0.0452466601681064,neutral,OJMMVQQUTAEWLP-KIDUDLJLSA-N,XZWYZXLIPXDOLR-UHFFFAOYSA-N,staphylococcus aureus,"('OJMMVQQUTAEWLP-KIDUDLJLSA-N', 'XZWYZXLIPXDOLR-UHFFFAOYSA-N')"
lincomycin,thymol,staphylococcus aureus dsm 20231,-0.2576,0.0026742423796836,neutral,OJMMVQQUTAEWLP-KIDUDLJLSA-N,MGSRCZKZVOBKFT-UHFFFAOYSA-N,staphylococcus aureus,"('MGSRCZKZVOBKFT-UHFFFAOYSA-N', 'OJMMVQQUTAEWLP-KIDUDLJLSA-N')"
lincomycin,ticagrelor,staphylococcus aureus dsm 20231,-0.3806,0.0026742423796836,synergy,OJMMVQQUTAEWLP-KIDUDLJLSA-N,OEKWJQXRCDYSHL-FNOIDJSQSA-N,staphylococcus aureus,"('OEKWJQXRCDYSHL-FNOIDJSQSA-N', 'OJMMVQQUTAEWLP-KIDUDLJLSA-N')"
lincomycin,tolfenamic,staphylococcus aureus dsm 20231,-0.242,0.0026742423796836,synergy,OJMMVQQUTAEWLP-KIDUDLJLSA-N,YEZNLOUZAIOMLT-UHFFFAOYSA-N,staphylococcus aureus,"('OJMMVQQUTAEWLP-KIDUDLJLSA-N', 'YEZNLOUZAIOMLT-UHFFFAOYSA-N')"
