drug,inchikey,level,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49,dim_50,dim_51,dim_52,dim_53,dim_54,dim_55,dim_56,dim_57,dim_58,dim_59,dim_60,dim_61,dim_62,dim_63,dim_64,dim_65,dim_66,dim_67,dim_68,dim_69,dim_70,dim_71,dim_72,dim_73,dim_74,dim_75,dim_76,dim_77,dim_78,dim_79,dim_80,dim_81,dim_82,dim_83,dim_84,dim_85,dim_86,dim_87,dim_88,dim_89,dim_90,dim_91,dim_92,dim_93,dim_94,dim_95,dim_96,dim_97,dim_98,dim_99,dim_100,dim_101,dim_102,dim_103,dim_104,dim_105,dim_106,dim_107,dim_108,dim_109,dim_110,dim_111,dim_112,dim_113,dim_114,dim_115,dim_116,dim_117,dim_118,dim_119,dim_120,dim_121,dim_122,dim_123,dim_124,dim_125,dim_126,dim_127
cefiderocol,DBPPRLRVDVJOCL-FQRUVTKNSA-N,A4,-0.100824557,0.083434336,0.104318134,-0.104291953,-0.073064715,-0.065906666,-0.10220702,0.104313113,0.067874283,0.077441722,-0.101871558,0.103672691,0.078068718,0.100085005,-0.013313402,0.067030795,0.067187533,-0.083241232,-0.103903919,-0.068060748,-0.10270527,0.08938317,0.103897087,0.07730034,0.025072256,0.0474061,0.102077812,-0.103880279,-0.100987516,0.096398428,-0.103295699,-0.018356266,-0.099078484,0.104406901,-0.104244068,-0.049877819,0.104417711,0.104464851,0.101973966,-0.091282278,0.075646691,-0.102406435,-0.081324458,-0.033302739,0.103618264,-0.097390302,0.099666625,0.10216517,0.098613232,0.103295729,-0.097915336,0.068207696,0.092987426,-0.09302666,-0.055195689,0.096182995,-0.001495774,0.090541415,0.104091883,0.063519761,0.061091576,-0.026157448,-0.102576979,-0.104377143,-0.103509195,-0.083995365,0.103482813,0.103671864,0.064152442,0.103915513,-0.076059155,0.010802133,0.104356386,0.104464151,-0.104286432,0.040441141,-0.002817808,-0.104346365,-0.102627143,-0.10438735,-0.102324106,-0.104364194,-0.01767322,-0.101291418,0.081477679,-0.051832777,0.104444146,-0.104236916,0.104464099,0.104226336,-0.104367413,-0.104258917,0.020873943,-0.104194321,-0.095337085,-0.013362391,-0.101692714,-0.095132843,0.10417258,0.097788997,0.104210779,0.089779966,0.060178801,0.104454637,0.087591849,0.103201039,0.09865284,0.104244441,0.076851845,0.054253682,0.104401819,-0.103044547,-0.069374844,-0.104353681,0.104365349,0.097014807,0.101147354,-0.061258912,-0.087662779,0.073478535,0.033818517,0.090353541,0.068981744,-0.019375566,-0.061870247,-0.104461677,-0.104294762,0.095155142
cefixime,OKBVVJOGVLARMR-QSWIMTSFSA-N,A4,-0.097520292,0.043333847,0.106008135,-0.106036678,0.074982077,-0.097448841,-0.079024613,0.094764434,0.084516093,-0.026807453,-0.096120633,0.076298311,-0.08499185,0.10592746,0.053298626,0.091543466,0.093096472,0.012353458,-0.094824247,-0.038181741,-0.100248374,-0.030928729,0.101903565,0.056105282,0.092610903,0.047539022,0.101979449,-0.105665229,-0.099484496,-0.043923333,-0.105959587,0.005105444,0.02963363,0.105879605,-0.105996005,-0.068056144,0.106269591,0.106281079,0.104906775,-0.105718143,0.103425004,-0.10006649,-0.09660653,-0.09956,0.067029081,-0.084930077,0.104948923,0.090606801,-0.089760207,0.10583511,0.013028047,0.100769743,0.104676008,-0.090402462,0.104052737,0.030087339,-0.020123012,-0.010713718,0.106166609,0.105449975,0.104152784,-0.060595594,-0.099922709,-0.106157243,-0.105282709,0.053028695,0.102046572,0.106158108,0.062103808,0.104835078,0.085570611,-0.063707009,0.101724908,0.106257141,-0.106131956,-0.033282112,-0.064942144,-0.105950437,0.037626863,-0.100974783,-0.106266908,-0.105632059,0.048992526,-0.052237313,0.098008491,-0.104867876,0.105558172,-0.101682663,0.10628099,0.10627608,-0.106142715,-0.106252134,-0.01899088,-0.105789699,0.095555834,0.10397841,-0.103045911,-0.0267327,0.011571472,0.106233396,0.106084317,0.105203457,0.051666725,0.106091633,0.072262332,0.105947375,0.106115848,0.105741136,0.10614568,-0.00061256,0.105969273,-0.103381924,-0.000569179,-0.106276147,0.104671724,-0.013305963,0.103896245,-0.074231058,-0.099292606,0.101154052,0.034889489,0.084582582,0.098575071,0.085562594,0.072290614,-0.10627944,-0.106050193,0.094441809
cefmetazole,SNBUBQHDYVFSQF-HIFRSBDPSA-N,A4,0.062479291,0.004371583,0.099205159,-0.064606607,-0.099191211,0.056112707,-0.099204399,0.097982287,0.09902408,0.099198133,0.099156737,-0.088306569,0.099196903,-0.043708265,-0.098775774,0.083119065,-0.099204361,-0.099202827,0.079312049,-0.098306067,-0.014290673,-0.069019049,-0.099185407,0.099122539,0.027363457,-0.099203199,0.098994769,-0.099198394,-0.091687381,0.064676359,0.099205524,0.099012889,-0.099205524,0.098820291,-0.098892994,-0.099176913,-0.098819956,0.099190414,-0.030483738,0.035021838,-0.067691341,-0.099205524,0.012360128,0.09913218,-0.076148108,-0.092322163,0.068056636,0.09920533,0.089561343,0.096679084,0.020887753,-0.099146627,-0.086809479,-0.097386993,0.093377531,-0.072857559,0.093861066,0.099204607,-0.099156454,0.096237347,-0.090456791,0.088899933,0.022985587,-0.099205524,-0.099205457,0.09584108,-0.099202432,0.099200651,0.015382812,0.098342285,-0.099202022,-0.050473232,0.098748118,-0.096299753,0.059327006,-0.099117406,0.098372288,-0.081768461,-0.098442703,-0.099186607,-0.030702651,0.095617443,-0.099205494,-0.096292704,0.099191882,0.068098836,0.099197485,-0.099205524,-0.097624645,0.033483483,0.099189609,0.02075546,0.094635732,0.047767669,-0.099205524,0.083233304,-0.09919966,-0.093951724,0.098743744,0.081664056,0.09897764,-0.099204309,-0.061796099,0.099205524,-0.083549693,-0.090319589,0.099205524,0.099205524,0.099072315,-0.099205524,-0.099203989,-0.099205464,-0.099199973,-0.099072263,-0.09583091,0.099174164,-0.028236561,0.098954462,0.099205166,-0.085614644,-0.098822564,-0.07790783,-0.094112359,-0.099205203,0.097819366,-0.099193059,-0.099205457,0.099105984
cefminox,JSDXOWVAHXDYCU-VXSYNFHWSA-N,A4,-0.096830003,-0.035767831,0.098101214,-0.096443549,-0.032277863,-0.073300265,-0.098136529,0.098095715,-0.009314467,0.094759755,0.064903721,0.085714877,0.097944506,-0.070363097,0.092214726,0.08226224,-0.098147556,-0.098034024,0.097164229,-0.095805958,0.098075531,-0.092536837,0.091305375,0.097998761,0.052855503,-0.098107636,0.098143555,-0.096981332,-0.082336552,0.070061058,0.098133728,0.098145694,-0.098034054,0.096953586,-0.097901404,-0.098143265,-0.009303273,0.098147593,0.097040936,-0.097516879,0.018927075,-0.09814778,-0.095663451,-0.095454589,0.09464106,-0.085123532,0.097181156,0.089154258,0.098077461,0.09814775,-0.098136954,-0.098146357,0.060216576,-0.097973101,0.057752039,-0.098102294,-0.090652473,0.085894182,-0.068627954,0.092289031,-0.093763381,0.069634914,-0.098140121,-0.098147981,-0.098147981,0.096139729,-0.096871622,0.098123781,0.073745355,0.098044835,-0.097541369,0.096517235,0.089842029,-0.03945167,-0.096271835,-0.094796084,0.097167395,0.013102211,-0.098070867,-0.098147921,0.016061345,-0.0219825,-0.098147936,-0.098120868,0.098126493,0.098070122,0.098135114,-0.098147981,0.098076396,0.055914287,0.095015891,-0.068077698,0.098145895,-0.083667047,-0.098147884,-0.097799204,-0.097465701,0.018069727,0.098072529,0.084668785,0.097609974,0.081110604,-0.093578495,0.098138243,-0.087289594,0.006660173,0.098147348,0.097969785,0.098146819,-0.098147981,-0.098144889,-0.09778855,-0.098147981,-0.098147064,0.0104962,0.089548826,0.091907524,-0.041322205,0.098115951,0.096292503,-0.096347049,0.083828956,-0.095696323,-0.098144121,0.08118283,-0.098146729,-0.098143853,0.098146461
cefoperazone,GCFBRXLSHGKWDP-XCGNWRKASA-N,A4,0.084460214,0.023359133,0.096515469,-0.096082643,-0.096513383,0.081326611,-0.096516699,0.096492127,0.096225709,0.096363865,0.096312299,0.011365503,0.096517272,-0.0962511,-0.080158301,0.086245358,-0.096517272,-0.096444838,0.040238716,-0.092909724,0.096508801,-0.088904142,-0.096515015,-0.073675871,0.06270352,-0.096513525,0.096517183,-0.096516147,-0.004809586,0.034030076,0.096517272,0.096491054,-0.096517272,0.096502386,-0.096246541,-0.096461408,-0.094835289,0.096516348,0.072756574,-0.091416515,-0.090958625,-0.09651722,-0.082823619,0.096459456,-0.093198843,-0.095441133,0.085217461,0.096516795,0.045404725,0.096236035,-0.070629336,-0.096513264,-0.095817663,-0.090818711,-0.089266293,-0.096516714,-0.095612958,0.096513703,-0.09162046,0.092737548,-0.094852865,0.092959024,-0.051381372,-0.096517272,-0.096517272,0.096373156,-0.096517175,0.096516021,-0.021701999,0.096112467,-0.096487895,-0.07798554,0.028923327,-0.094557218,0.096482314,-0.096517272,0.096516103,-0.086196959,-0.096383445,-0.096516982,0.072407439,0.095613569,-0.096517272,-0.096516661,0.096507981,0.092099555,0.096516758,-0.096517272,-0.07345365,-0.095060132,0.096328229,0.057418838,-0.019735878,0.086207822,-0.096517272,-0.020934843,-0.096511297,-0.074436054,0.096513025,0.022318944,0.096515216,-0.061334722,0.058515631,0.096517272,0.079596527,-0.095420122,0.096517272,0.096517272,0.096516781,-0.096517272,-0.09644983,-0.096517272,-0.096512809,-0.096493684,-0.09552943,0.096515365,0.079455063,0.09620592,0.096515439,-0.077275611,-0.096489638,-0.092908882,-0.096402004,-0.096517272,0.096461862,-0.096517168,-0.096517183,0.096514128
cefotaxime,GPRBEKHLDVQUJE-QSWIMTSFSA-N,A4,-0.099032298,-0.015879236,0.102825508,-0.102641791,0.020310352,-0.098868713,-0.100209363,0.102655962,0.066947207,0.040894531,-0.097063467,0.09839265,-0.099536411,0.102769181,-0.065732412,0.064699046,0.091666825,-0.055783626,-0.102282986,-0.020660561,-0.102347203,0.036191873,0.101897188,0.092164434,0.093083724,0.050735001,0.096357167,-0.102815919,-0.101232693,0.000432802,-0.102750741,-0.087575287,-0.092228599,0.102817059,-0.102617308,-0.089805208,0.102865137,0.102869511,0.098772354,-0.099516489,0.097913109,-0.09682548,-0.05835297,-0.090097316,0.083621234,-0.088967085,0.101647303,0.102361694,0.024371495,0.101934336,-0.062204503,0.098325603,0.102228567,-0.09915337,0.101698563,0.093866691,0.047588635,-0.007141718,0.102813192,0.101360165,0.102406427,-0.092025824,-0.096037671,-0.102864996,-0.102645747,-0.084265664,0.10182257,0.102860548,0.068813302,0.102694765,0.006870627,-0.006451151,0.101629868,0.102867529,-0.102848761,0.069118805,-0.075434841,-0.102841161,-0.061052591,-0.102260754,-0.102864072,-0.102833249,0.062203087,-0.087084167,0.079391152,-0.102223516,0.10262081,-0.101487145,0.102869488,0.102868907,-0.102853358,-0.102839686,0.036237072,-0.102232397,0.028439146,0.098876871,-0.102562845,-0.053063061,0.100576244,0.102862313,0.102507412,0.09853857,0.080214009,0.102857962,0.044858858,0.102728814,0.102011263,0.10254962,0.100267924,0.006365477,0.102740377,-0.102418758,0.035925068,-0.102865472,0.102572002,0.041500077,0.102615662,-0.097005561,-0.09156689,0.10164395,0.051828869,-0.019474579,0.096560627,0.042970933,0.040887401,-0.10286925,-0.102808058,0.096781403
cefotetan,SRZNHPXWXCNNDU-RHBCBLIFSA-N,A4,-0.095368549,0.051054899,0.101344086,-0.090793788,-0.096593626,0.023898948,-0.101343229,0.101239026,0.068301924,0.098116368,-0.005466752,0.054653455,0.101333432,0.007472887,-0.04617827,0.093757644,-0.101358563,-0.10036996,0.078452706,-0.098311692,0.101345554,-0.078892216,0.037264407,0.100353926,0.051283248,-0.101310737,0.101358213,-0.101349995,0.005500621,0.091787085,0.101344325,0.100553267,-0.101352878,0.101294518,-0.100794539,-0.10127914,0.017741023,0.101354361,0.100886509,-0.086627968,-0.025450569,-0.101358078,-0.090888947,-0.069879703,0.091163427,-0.095791295,0.100283593,0.09952087,0.100039281,0.101163894,-0.100981213,-0.101336949,-0.0976208,-0.100931793,-0.026021868,-0.101234242,-0.032897893,0.101211816,0.064396419,0.090286523,-0.065585293,0.098536149,-0.101220369,-0.101358548,-0.10135857,0.100828938,-0.101306334,0.101344809,-0.058912665,0.101324156,-0.100696802,0.098358795,0.100278407,0.038007967,0.062056985,-0.101200148,0.101144254,-0.074720047,-0.101305775,-0.101358533,-0.045701932,-0.069897592,-0.101358585,-0.101295084,0.10130246,0.100718223,0.101352915,-0.101358615,0.101236135,-0.019826844,0.077504151,0.01939629,0.101329207,-0.067380197,-0.101358503,-0.100552991,-0.101324573,-0.071047992,0.10133668,0.092511907,0.10114909,-0.027748952,-0.000148945,0.101357348,0.090544373,-0.029460713,0.101358213,0.101357751,0.101327769,-0.101358615,-0.101114795,-0.101338215,-0.101358049,-0.101330906,0.010872334,0.100839838,0.085465841,0.024130737,0.101268992,0.080142245,-0.101231366,-0.07554958,-0.093515232,-0.101358399,0.098882712,-0.101358153,-0.10135451,0.101334482
cefoxitin,WZOZEZRFJCJXNZ-ZBFHGGJFSA-N,A4,-0.110169113,0.097249657,0.108771726,-0.111615255,-0.027019693,-0.069197446,-0.102120928,0.080259122,0.074722789,-0.001070476,-0.110723525,-0.007413752,-0.110471681,0.113259792,0.063187733,0.047547217,0.036501892,0.069832467,0.064970426,-0.026648706,0.01989921,-0.02478387,0.100500211,0.112620033,0.093430758,-0.074455544,0.091618262,-0.113063097,0.017532634,-0.008243646,-0.111645527,-0.088498093,-0.054872766,0.112744853,-0.109087572,-0.106878281,0.111802384,0.11320623,0.100983366,-0.078503296,0.100272521,-0.102376252,-0.099534415,-0.096958637,0.051205747,-0.083733745,0.106592037,0.077523351,0.098388538,0.100101434,-0.029272301,0.091714852,0.041843832,-0.098794296,0.112592317,0.084550865,0.09819822,0.073129758,0.112322435,0.094787538,0.108815126,-0.106105946,-0.09604685,-0.112271778,-0.112772532,-0.026180189,0.103840314,0.113205515,-0.012942062,0.113073722,0.027914951,0.012805763,0.109371215,0.110321112,-0.111139119,0.0554066,-0.031377926,-0.113023579,0.029905772,-0.099539995,-0.113082893,-0.112917818,0.063050009,-0.038769197,0.018540291,-0.109087661,0.109493501,-0.109731577,0.113235064,0.113045812,-0.109852985,-0.108760014,0.096510589,-0.110646665,-0.020162744,0.027459808,-0.112666421,0.042426329,0.041679595,0.113293357,0.105397232,0.09349291,0.111733012,0.112843439,-0.006796069,0.112855256,0.091855332,0.112259701,0.066717468,0.053911932,0.109268256,-0.111676909,-0.075488582,-0.112401649,0.100834489,0.054312076,0.106508754,-0.085040562,0.008307645,0.106415734,0.028897436,0.020695243,0.109117605,0.017711539,0.017730895,-0.113236472,-0.110225089,0.087496214
cefpirome,DKOQGJHPHLTOJR-WHRDSVKCSA-N,A4,-0.089687891,-0.005466636,0.10508734,-0.105182335,-0.069864132,-0.091818266,-0.081788957,0.105068006,0.092890948,0.061375841,-0.093492083,0.099723659,-0.062831379,0.104103774,0.014836592,0.038605556,0.092413925,-0.036262177,-0.100022316,0.015488236,-0.104842544,0.002360567,0.086865418,0.090202555,0.089372277,-0.02545769,0.102717079,-0.105222203,-0.102296948,-0.022265956,-0.10509602,-0.051372204,-0.079982169,0.10523016,-0.104366936,-0.080628648,0.105284527,0.105302379,0.103949592,-0.105009757,0.09249641,-0.103180647,-0.091892436,-0.070413411,0.091457926,-0.091304891,0.105074532,0.10476964,-0.005458945,0.10448087,-0.046586946,0.101302423,0.104757033,-0.096524857,0.094615325,0.035918076,0.056151357,-0.044157412,0.1048465,0.104460627,0.100347266,0.008496135,-0.096475303,-0.105271824,-0.105016939,-0.048565086,0.104147807,0.105285361,0.092771232,0.10478282,0.085589528,-0.079549707,0.103945754,0.105295129,-0.105235137,-0.052477527,-0.05116608,-0.105277978,-0.007088153,-0.102431975,-0.105242386,-0.105216257,-0.022927398,-0.069903277,0.096600719,-0.103858635,0.10527876,-0.104419135,0.105301678,0.105295852,-0.105120227,-0.105282977,-0.017668199,-0.103488848,0.028166328,0.100004435,-0.103870615,-0.029663969,0.101008765,0.105258964,0.105237752,0.104654029,0.094120115,0.105293892,0.077202633,0.102623686,0.105091721,0.105095543,0.103958279,-0.019449074,0.105267279,-0.104414634,0.061680175,-0.105296351,0.105045587,0.092650257,0.105222732,-0.076601237,-0.096397698,0.100986116,-0.042555571,0.030805638,0.091672935,0.04750973,0.029839601,-0.105301313,-0.105253205,0.097313486
cefpodoxime,WYUSVOMTXWRGEK-HBWVYFAYSA-N,A4,-0.101872683,0.017293157,0.103162602,-0.103330597,0.070075355,-0.096793845,-0.092107676,0.099865682,0.055034608,-0.03548136,-0.101464227,0.077151634,-0.098010667,0.10327664,0.068239577,0.040133789,0.095930472,-0.055266865,-0.099652573,0.006621519,-0.10067413,0.026313877,0.102544874,0.076890416,0.088815391,0.038207207,0.089079604,-0.103225961,-0.097068518,-0.011745384,-0.10326726,-0.062604107,-0.014307224,0.103248745,-0.102768645,-0.071648844,0.103396744,0.103400357,0.09954907,-0.101888739,0.098975539,-0.097651638,-0.091183856,-0.098941766,0.063410401,-0.092964232,0.10210903,0.09752012,0.017023463,0.10303583,-0.056338407,0.099038661,0.102586135,-0.097214319,0.102818124,0.099926278,0.047313802,-0.006111869,0.103356414,0.101523452,0.102090672,-0.097849227,-0.100846432,-0.103367589,-0.101952881,-0.075338751,0.102457426,0.103373334,0.072921477,0.102941893,-0.001598497,-0.0028925,0.098397933,0.103385575,-0.103377327,0.082233638,-0.044044316,-0.103329778,0.003711513,-0.102174439,-0.103389516,-0.103349529,0.079232454,-0.084102802,0.09233287,-0.102113888,0.10295099,-0.088017903,0.103400365,0.103399873,-0.103319384,-0.103318922,0.058629151,-0.10306672,0.092596151,0.098731779,-0.102249414,-0.034185998,0.076437026,0.103382312,0.102892958,0.101443879,0.07051935,0.10335017,-0.008885664,0.103344835,0.102787368,0.102342889,0.102348752,0.077982761,0.103200711,-0.102803275,-0.070252493,-0.103395686,0.102472447,0.062773772,0.102535538,-0.09338408,-0.085703924,0.101124629,0.063447081,0.033435497,0.099713378,0.089638911,0.0605992,-0.103399768,-0.103286043,0.096566126
cefprozil,WDLWHQDACQUCJR-ZAMMOSSLSA-N,A4,-0.103724666,0.098545581,0.087618902,-0.099801071,0.087550126,-0.069187485,-0.080139577,-0.079717703,0.04360931,-0.087163754,-0.102418773,-0.075443245,-0.104305714,0.104313478,0.023356682,0.103276826,0.076274708,0.103916802,0.101924844,0.007414433,0.076175332,0.055400226,0.103510298,0.091030777,0.077316537,-0.09047623,0.100581497,-0.104234099,0.053508181,-0.1031987,-0.103519008,-0.058499087,0.064300708,0.103882462,-0.097421207,-0.102101274,0.103378199,0.104289658,0.100002393,-0.102671638,0.104064159,-0.013904775,-0.088568188,-0.104268543,-0.078527763,0.038775515,0.100894533,-0.061495598,-0.006484252,0.095338702,0.064208694,0.103286721,-0.057685342,-0.090415351,0.10431239,-0.062886633,0.014652841,0.04753191,0.104270987,0.08946614,0.103259511,-0.097688675,-0.073364198,-0.104102403,-0.102717742,0.062385552,0.10131485,0.104301035,-0.076615505,0.104090139,0.071298577,0.070468031,0.099468112,0.102042571,-0.098371699,-0.052240342,-0.032096807,-0.103549898,0.101124182,-0.092680357,-0.104301438,-0.103824496,0.099064082,-0.092239812,-0.080259025,-0.103765219,-0.022639988,-0.073838301,0.104313612,0.104182579,-0.103945859,-0.099861391,0.081368953,-0.103897639,0.088831298,0.079074889,-0.102926761,0.090963297,-0.102493502,0.104313612,0.05015859,0.102857858,0.103615716,0.099946208,-0.027563706,0.103993997,0.104011543,0.100213379,0.104062162,0.05113472,0.084396593,-0.097409189,-0.048328958,-0.10429281,0.100574076,-0.103328094,0.102279685,-0.102358513,-0.099699661,0.104204297,0.073277198,-0.078521356,0.101204373,0.055897478,0.079128422,-0.104307517,-0.079595268,0.019829582
cefquinome,YWKJNRNSJKEFMK-PQFQYKRASA-N,A4,-0.096522793,-0.017040795,0.103125215,-0.10318888,-0.037340894,-0.097376131,-0.08520215,0.103009492,0.087585419,0.043245926,-0.09774486,0.098492391,-0.084175237,0.102870896,0.02834451,0.047862824,0.098874629,-0.066317655,-0.101214327,0.063204817,-0.102936521,-0.007378297,0.099036701,0.090444438,0.075993054,-0.017083192,0.096513577,-0.103187069,-0.101615749,-0.008868975,-0.103153244,-0.074729294,-0.057507902,0.103186555,-0.102759719,-0.062409632,0.103218138,0.103220254,0.101579286,-0.102950558,0.097342752,-0.101521052,-0.089316532,-0.088010587,0.084663175,-0.087835759,0.102954529,0.102885984,-0.022648323,0.102788746,-0.045886803,0.10149125,0.103010528,-0.098683633,0.100594275,0.080861785,0.067201197,-0.041611921,0.103039891,0.10270001,0.101577036,-0.041743856,-0.098595746,-0.103205159,-0.102782607,-0.073306061,0.102866031,0.103214726,0.094321281,0.10288278,0.075824976,-0.055302247,0.102125265,0.103217699,-0.103202179,-0.016239339,-0.055814043,-0.103206217,-0.03656029,-0.101721659,-0.103206091,-0.103200153,0.020369401,-0.079835325,0.096749149,-0.102758095,0.103200734,-0.100440957,0.103220165,0.103219554,-0.103136271,-0.103212334,0.006494289,-0.10264691,0.077201404,0.100953028,-0.101907782,-0.038055927,0.096987732,0.103203714,0.103166103,0.102843054,0.08226046,0.103217885,0.038374115,0.102518655,0.103073061,0.10300456,0.102568768,0.033875998,0.103202015,-0.102792561,0.048739038,-0.103218488,0.103109747,0.093998291,0.103151619,-0.089228466,-0.097226515,0.101615362,-0.025884626,0.020894397,0.092499904,0.081816137,0.055316344,-0.103219986,-0.10319557,0.096590877
cefradine,RDLPVSKMFDYCOR-UEKVPHQBSA-N,A4,-0.103902921,0.051121723,0.091296077,-0.103726067,0.095548905,-0.088861622,-0.093657851,0.000199042,-0.039294269,-0.082035415,-0.101530991,-0.079199754,-0.10442999,0.104460992,0.076543137,0.098792091,0.06210655,0.09579733,0.09553311,0.074298866,-0.036191627,-0.042252187,0.103241585,0.094254956,0.049655542,-0.095783032,0.10001307,-0.104337387,0.041941434,-0.092824742,-0.10263665,0.012137038,0.068051718,0.103142895,-0.100988023,-0.102444723,0.104371235,0.104464471,0.104359522,-0.103947729,0.103960283,-0.06910985,-0.103802398,-0.104273751,-0.078696474,-0.07159093,0.104338922,-0.056039505,0.03643126,0.104370147,0.033952098,0.072156399,0.063759349,-0.10123302,0.104437388,-0.088176318,0.052325707,-0.025072025,0.104385383,0.103696384,0.103495643,-0.061203033,-0.102527641,-0.10446246,-0.104310058,-0.040154435,0.103624053,0.104464188,0.096525259,0.104288734,0.095237374,0.094994336,0.095027052,0.102430835,-0.104266055,-0.058817562,-0.015478281,-0.103773095,0.093257159,-0.09648516,-0.104457147,-0.104379497,0.061002892,-0.088780761,0.059854433,-0.10422536,0.096400924,-0.099914394,0.104465529,0.104459986,-0.103708997,-0.103285864,0.089683525,-0.104153067,0.09791214,0.065851063,-0.100799732,0.071357943,-0.069065258,0.10446509,0.095312037,0.10384655,0.10291037,0.10404937,-0.040061314,0.103891455,0.104357928,0.089904159,0.104422607,0.011477199,0.076831095,-0.082000844,-0.074844778,-0.104462795,0.093972839,-0.080877639,0.104258582,-0.103835367,-0.102298006,0.103871807,-0.022697214,-0.001787477,0.059799802,0.066869624,0.094181247,-0.104465507,-0.103194207,0.038061336
cefsulodin,SYLKGLMBLAAGSC-QLVMHMETSA-N,A4,-0.112821639,0.110069372,0.083576441,-0.101205818,-0.046706699,-0.102220461,0.089000113,0.007896625,-0.057075907,-0.089135394,-0.091158226,0.040424861,0.020082688,0.086016893,0.092136279,0.07084056,0.111129023,0.084975213,0.102518789,-0.09514337,-0.104724437,0.108008727,-0.109052166,0.093087323,0.085253537,-0.097708061,0.113153301,-0.109061442,0.100822121,-0.0903906,-0.091021419,-0.021832205,-0.078911103,0.107492916,-0.057195082,-0.104085907,0.04133898,0.114103638,0.107469901,-0.102637902,0.083513975,-0.033109762,0.026283324,0.107410647,0.099526197,0.045609429,-0.022855204,0.103518054,0.072724566,0.078747861,0.041909497,0.106273867,0.072620146,-0.11336045,0.111999229,0.108231433,0.034318775,0.111019365,0.101421624,0.076566294,-0.060285401,-0.10653732,-0.104119115,-0.104148917,-0.113382265,-0.087330483,0.103889115,0.106617816,0.086251818,0.059153929,-0.088933416,0.004088535,0.111483797,0.114023544,-0.113396898,-0.01839713,-0.056185566,-0.11283695,0.104132988,0.010391409,-0.113698199,-0.087206259,0.033053938,0.074742362,0.085788272,-0.105537511,0.111419812,-0.103144601,0.112245895,0.111154556,-0.097967885,-0.11155615,-0.107880585,0.046631414,-0.058219016,0.019584812,-0.110111803,0.09797208,0.082956098,0.111886844,0.106568269,0.015263295,0.112157233,0.112204358,-0.008468672,0.112327635,0.00763496,0.103085503,-0.016683878,-0.080397248,0.11217773,-0.106646441,-0.024463857,-0.088523611,0.057810809,0.069042854,0.092165634,0.096067347,-0.079086095,0.065568231,0.06227361,0.107512839,0.085276812,-0.052811749,-0.110870734,-0.100835539,-0.113893226,0.020686932
ceftaroline,ZCCUWMICIWSJIX-NQJJCJBVSA-N,A4,-0.09896253,0.018303802,0.099886857,-0.100172937,-0.094012469,0.044889111,-0.055662673,0.09633828,0.098017126,0.099642128,0.100089669,0.071342453,0.10010729,-0.004962878,0.100082584,-0.071236275,-0.094703995,-0.085845515,0.09341561,-0.099974349,-0.016291086,0.048128571,-0.099185549,0.099887185,0.089746155,-0.100051142,0.100167274,-0.099961303,0.03398839,-0.075439438,0.06860476,0.100161426,-0.098685779,0.100029565,-0.098808751,-0.100158922,-0.0713173,0.100176051,0.099555731,-0.100176021,-0.066091113,-0.100176014,-0.070916802,0.026911886,0.096530728,-0.000290191,0.100168757,0.093381718,0.099982254,0.100176051,-0.099667281,0.020987069,0.100080125,-0.099570408,-0.084164955,-0.072733857,0.081775293,0.09616825,-0.098419875,0.095255241,-0.096363902,0.10000959,-0.100174621,-0.100103877,-0.100176051,0.05364849,0.032402098,0.100175768,0.100166172,0.077576868,-0.100103751,-0.09856718,0.099833429,-0.00791705,-0.100157723,-0.099038884,0.08661703,-0.100154147,0.086145841,-0.100165516,0.099149279,0.014394998,-0.100176007,0.046947945,0.100033499,0.096553005,0.100176051,-0.100176051,0.100061283,0.056785818,0.099452384,-0.052363243,0.100112721,-0.087235913,-0.100133136,-0.100009941,-0.099535726,0.058623932,0.10016942,0.089143775,0.100118987,0.099011689,-0.008488637,0.100174308,0.099987641,0.09966626,0.100175701,0.097232915,0.100168079,-0.100175969,-0.035590302,-0.100157328,-0.100171871,-0.100176051,0.021577148,0.099932507,0.099933587,-0.089670226,0.097125456,-0.037590649,-0.099495105,0.100026332,0.016568143,-0.098561719,-0.094009757,-0.100171253,-0.100174099,0.100171827
